Obj Type,Object Name,Object description,Long Description,CMOD FM/ WF Template Name,Description,Process area,Level 1 Process,Module,Sub Process,Theme
PROG,ZPPAR_UPDATE_IT_0209F0001,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Taxes,Payroll-Taxes
PROG,ZPPAR_UPDATE_IT_0041F0008,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPAR_UPDATE_IT_2006,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Time Management,Time,Absence Quotas,Time
PROG,ZPPAR_UPDATE_IT_0209,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Taxes - Un employment State,Payroll-Taxes
PROG,ZPPAR_UPDATE_ZPPA_SECURITY,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPAR_UPDATE_INFOTYPE_0105,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #888 AUTO ASSIGN MEX ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPY_FEATURE_TARIF,Wages Paid by State,ZPPY_FEATURE_TARIF HCM-PY SOURCE CODE FOR FEATURE TARIF THE DECISION TREE FOR FEATURE TARIF IS TOO BIG FOR STANDARD FEATURE GENERATION. ----------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Payroll reduction method,Payroll Admin
PROG,ZPPAR_UPDATE_IT_0102,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPAR_UPDATE_IT_0008,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPAR_UPDATE_IT_0014F0001,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPAR_UPDATE_IT_0017,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPAR_UPDATE_IT_0041F0000,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPAR_UPDATE_IT_0041F0001,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPAR_UPDATE_IT_0105S34,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPAR_UPDATE_IT_0758,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPAR_UPDATE_IT_0759,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPAR_UPDATE_IT_9101,User Exit for all Infotypes,ZPPAR_UPDATE_INFOTYPE HCM-PA #156 USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Custom infotype,Custom infotype
PROG,ZPPFR_PENSION_CENSUS,Pension Census Data,: THIS REPORT IS A COPY OF EXISTING PROGRAM ZPPFR_ACTUARIAL_VALUATION. THE REPORT DISPLAYS THE ACTUARY MASTER DATA FOR PENSION ELIGIBLE EMPLOYEES. ---------------------------------------------------------------------- FUNCTIONAL CONSULTANT: AMIT LINGE,,,HCM,Payroll Admin,Payroll,Pension Admin,Pension
PROG,ZP065500,,HCM-PY-121-EDN and Green Communications Elections on PA0655,,,HCM,Payroll Admin,Payroll,ESS,Payroll Admin
PROG,ZP037600,,HCM-BN #151 and 224 Enahncements to IT0376,,,HCM,Benefits Admin.,Benefits,ESS,Beneftis Admin
PROG,ZP010200,,S 6000001592: IF2040 - MCM - IT0102 enhancement,,,HCM,Payroll Admin,Payroll,Grievances,Payroll Grievances
PROG,ZP002100,,S 6000002098: Track QMCSO for Dependents to send to UH,,,HCM,Benefits Admin.,Benefits,Dependendants,Beneftis Admin
PROG,ZP000100,,S 6000003987: 1606953 - Operating Region and Division,,,HCM,Org. Management,OM,Region Division,Org Management
PROG,ZPPA_SOL71_EXT_FORMS,OrgPublisher for SAP Solutions - User Exits,"FORM OR FOR ANY WITHOUT THE EXPRESS PERMISSION OF AQUIRE INC. THIS MODULPOOL INCLUDES FORMROUTINES WHICH CAN BE CALLED IN ORGPUBLISHER FOR SAP SOLUTIONS AS USER EXITS. YOU CAN COPY THIS ROUTINES INTO YOU OWN MODULPOOL (IN YOUR NAMESPACE). THEN YOU CAN MODIFY THIS ROUTINES TO YOUR REQUIREMENTS. PLEASE ACTIVY THE ADDITIONAL USAGE OF YOUR MODULPOOL WITH THE BASIS PARAMETER ""NAME MODULPOOL FOR USER EXITS"" IN THE CUSTOMIZING FOR THE ORGPUBLISHER FOR SAP SOLUTIONS. INPUT PARAMETERS FOR FORM ROUTINE: ---------------------------------- P_IN INPUT VALUE OF INFOTYPE FIELD OR SPECIAL FUNCTION P_PARM STRUCTURE WITH ALL FIELDS OF CURRENCT LEVEL STATEMENT FROM OUTPUT FORMAT (SEE STRUCTURE /EHR/S71_USER_EXIT_PARM IN DATA DICTIONARY). THIS IMPORT STATEMENTS ARE OPTIONAL (SEE ALSO FORM ROUTINE EXAMPLE_IMPORT_MEMORY) CURRENCT INFOTYPE: IMPORT P_INFTY FROM MEMORY ID C_MEMORY_ID_INFTY. VALUES FROM STRUCTURE STRUC FILLED VIA LOGICAL DATABASE PCH: IMPORT G_STRUC FROM MEMORY ID C_MEMORY_ID_STRUC. VALUES FROM STRUCTURE OBJEC FILLED VIA LOGICAL DATABASE PCH: IMPORT G_OBJEC FROM MEMORY ID C_MEMORY_ID_OBJEC. TABLE WITH LANGUAGES USED FOR TEXT FIELDS (FILLED WITH CONTENTS OF T778L OR WITH ONE SELECTED LANGUAGE DEPENDING FROM OPTIONS IN SELECTION SCREEN) IMPORT GT_LANGU FROM MEMORY ID C_MEMORY_ID_LANGU. OUTPUT PARAMETERS: ------------------ P_OUT NEW VALUE FOR OUTPUT FIELD P_PARM-SUBRC RETURN CODE, IF USER EXIT USED IN A IF STATEMENT. 0 --> CONDITION IS TRUE NOT 0 --> CONDITION IS FALSE ----------------------------------------------------------------------- DIESER MODULPOOL ENTHÄLT FORMROUTINEN, DIE IM ORGPUBLISHER FOR SAP SOLUTIONS ALS USEREXITS AUFGERUFEN WERDEN KÖNNEN. NACH KOPIEREN DER ROUTINE IN EINEN EIGENEN MODULPOOL (IN IHREM NAMENSRAUM) KÖNNEN SIE DIESE ROUTINEN AN IHRE ANFORDERUNGEN ANPASSEN. DER AUFRUF DES MODULPOOL IN IHREM NAMENSRAUM MUSS ÜBER DEN BASISPARAMETER ""NAME MODULPOOL FÜR USER EXITS"" IM CUSTOMIZING VOM ORGPUBLISHER FOR SAP SOLUTIONS AKTIERT WERDEN EINGABEPARAMETER FÜR USER EXIT FORMROUTINEN: -------------------------------------------- P_IN EINGABEWERT VOM INFOTYPFELD ODER DER SPEZIALFUNKTION P_PARM STRUKTUR MIT ALLEN FELDERN DER AKTUELLEN AUSGABEANWEISUNG DES AUSGABEFORMATS (SIHE STRUKTUR /EHR/S71_USER_EXIT_PARM IM DICTIONARY). DIESE ABAP-ANWEISUNGEN KÖNNEN VERWENDET WERDEN, UM WEITERE DATEN ZU BESCHAFFEN (SIEHE AUCH FORMROUTINE EXAMPLE_IMPORT_MEMORY). AKTUELLER INFOTYP: IMPORT P_INFTY FROM MEMORY ID C_MEMORY_ID_INFTY. INHALT DER STRUKTUR STRUC, DIE ÜBER DIE LOGISCHE DATENBANK PCH GEFÜLLT WIRD: IMPORT G_STRUC FROM MEMORY ID C_MEMORY_ID_STRUC. INHALT DER STRUKTUR OBJEC, DIE ÜBER DIE LOGISCHE DATENBANK PCH GEFÜLLT WIRD: IMPORT G_OBJEC FROM MEMORY ID C_MEMORY_ID_OBJEC. TABELLE MIT DEN SPRACHEN, MIT DENEN TEXTDATEN GELESEN WERDEN (GEFÜLLT ENTWEDER AUS TABELLE T778L ODER MIT EINER BESTIMMTEN SPRACHE, ABHÄNGIG VON OPTIONEN IN SELEKTIONSBILDSCHIM). IMPORT GT_LANGU FROM MEMORY ID C_MEMORY_ID_LANGU. AUSGABEPARAMETER: ----------------- P_OUT WERT FÜR DAS AUSGABEFELD P_PARM-SUBRC RÜCKKEHRCODE, WENN EIN USER EXIT IN EINER IF-ANWEISUNG VERWENDET WIRD 0 --> BEDINGUNG IST WAHR NOT 0 --> BEDINGUNG IST FALSCH ---------------------------------------------------------------------- GLOBAL DEFINITIONS ---------------------------------------------------------------------- CONSTANTS",,,HCM,Org. Management,OM,Org Prublisher,Org Management
PROG,ZPBNI_VANGUARD_TRIP_DISCRIM,Vanguard Trip Discrimination from SAP,PURPOSE: TO SEND EMPLOYEE EARNINGS AND SALARY INFORMATION TO VANGUARD. ALLOWING VANGUARD TO PERFORM NON-DISCRIMINATION TESTING FOR TRIP. THIS PROGRAM WILL BE RUN SEMI-ANNUALLY OR ANNUALLY,,,HCM,Personnel Admin,PA,Personnel Management,Vanguard
PROG,ZPBNI_MERRILL_NONDISCRIMTN,HCM-BN - Merrill Lynch - non-Discrimination data - fromSAP,": THIS PROGRAM GENERATES THE OUTBOUND FILE TO SEND SEMI-ANNUALLY, EARNINGS AND SALARY INFORMATION TO MERRILL LYNCH, WHICH ALLOWS THEM TO PERFORM NON-DISCRIMINATION TESTING REQUIRED BY LAW. &---------------------------------------------------------------------",,,HCM,Payroll Admin,Payroll,Ben Data,Merrill Lynch
PROG,ZPPYI_ADP_SSO_ELIG,ADP SSO Eligibility,& ZPPYI_ADP_SSO_ELIG &--------------------------------------------------------------------- &---------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,SSQ Eligibility,ADP
PROG,ZPPTP_TMSTA,Report ZPPTP_TMSTA,& REPORT ZPPTP_TMSTA & - Dafulet value for 0007,,,HCM,Time Management,Time,Feature TMSTA,Time 
PROG,Z_CHANGE_POINTERS_WRITING,OSS NOTE 1091963 Z_CHANGE_POINTERS_WRITING,"& Z_CHANGE_POINTERS_WRITING & TO GENERATE CHANGE POINTER FOR THE P-CP RELATIONSHIPS FROM ONE SPECIAL & PERSONAL ACTION (PA40). &------------------------------------------------------------------------- & NOTE 1091963 &------------------------------------------------------------------------- & THIS PROGRAM IS NOT GIVEN TO RUN ON THIS OWN! &------------------------------------------------------------------------- & SOME ENTRIES ARE NEEDED IN THE TABLE T588Z: & - ITYPE|STY.|FIELD N |FC|NO |S|VARIABLE FUNCTION PART & 0000 04 X+0 CREATE CHANGE POINTERS FOR P/CP RELAT & 0000 04 X+1 P P0000-MASN='YY' & 0000 04 X+2 F CREATE_CPS_FOR_P_OB_RELAT(RRRRRRRR) & 0000 04 X+3 F CREATE_CPS_FOR_P_IIIISSSS(RRRRRRRR) & WHEN 'X+0' 'X+1' 'X+2' 'X+3' REPRESENT THE SEQUENTIAL ORDER & 'YY' IS THE CHOOSEN MEASURE & (RRRRRRRR) THE NAME OF THE WHERE THE CODING OF THE FORM & CREATE_CPS_FOR_P_CP_RELAT HAS BEEN COPIED; THE & MUST BE EXECUTABLE & 'OB' IS CP OR S & 'IIII' IS THE PA-INFOTYPE & 'SSSS' IS THE SUBTYPE OF THE PA-INFOTYPE & THE INFOTYPES FOR WHICH CHANGE POINTERS HAVE TO BE GENERATED ARE & DEPENDING ON THE ONES WHICH ARE SAVED BY THE PERSONAL ACTION, AND THE & THE ONES NEEDED BY YOUR SCENARIO. & E.G.: & THE INFOTYPE 0000 WILL BE SAVED, ITS CHANGE POINTER WILL BE STANDARDLY & GENERATED BY THE PROCESS. & THE RELATIONSHIP P-CP WILL NOT BE CREATED, NOR CHANGED, AND ITS CHANGE & POINTER MUST BE GENERATED TO BE DISTRIBUTED. & THE INFOTYPE 0001 MIGHT BE UPDATED; THEN ITS CHANGE POINTERS WILL BE & STANDARDLY GENERATED. & THE INFOTYPE 0709 (USED FOR SCENARIO DESCRIBED IN NOTE 1178632) NEEDS & AS PREREQUISTE ONE OF THE FOLLOWING LEVEL OF SUPPORT PACKAGES FOR THE & SOFTWARE COMPONENT SAP_ABA: & - SAP_ABA 700 SP 17 & - SAP_ABA 701 SP 01 & - SAP_ABA 710 SP 07 & - SAP_ABA 711 SP 01 &-------------------------------------------------------------------------",,,HCM,Org. Management,OM,Relationhip P-CP report,Org Management
PROG,ZBNE_ZXPADU02_SUBMIT_0019,"sub,mit program for craeting record in PA0019 using ZXPADU02",": THIS PROGRAM FOR CREATING A RECORD IN INFOTYPE 0019, WHEN A ACTION IN INFOTYPE 0000 FOR ACTION TYPE 'AT' AND REASON FOR ACTION 'RA' THIS REPORT WILL BE SUBMITTED IN USER EXIT ZXPADU02 AND IMPRTS THE REQUOIRED VALUES -----------------------------------------------------------------",,,HCM,Personnel Admin,PA,Personnel Management,Monitoring of tasks
PROG,ZPPTP_ENTRY,Report ZPPTP_TMSTA,IM00414444 - Feature : ENTRY v2 - Entry Date is determined,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPAE_HRACTION,HCM PA: Subroutines for HR dynamic actions,: STORE THE CUSTOM SUBROUTINES CALLED BY DYNAMIC ACTION (TABLE T588Z) -----------------------------------------------------------------,,,HCM,Personnel Admin,PA,Dynamic Actions,Personnel Admin
PROG,MP920100,HCM : BEN : 157 Custom Infotype 9201,HCM : BEN : 157 Custom Infotype 9201,,,HCM,Benefits Admin.,Benefits,Custom infotype,Custom infotype
PROG,ZPPFR_PENSION_CALC,Pension Calculation,"OF THIS REPORT PROGRAM IS TO PERFORM THE VARIOUS PLAN CALCULATIONS, COMPARE THEM AND THEN REPORT ALL THE CALCULATIONS AS SMARTFORM OUTPUT. THIS IS THE MAIN REPORT PROGRAM FOR PENSION CALCULATION. THIS CALLS VARIOUS FUNCTION MODULES TO COMPUTE DIFFERENT PLAN CALCULATIONS, COMPARES THE CALCULATED VALUES AND THEN DECIDE FINAL PENSION PAYABLE AMOUNT BASED ON THE SELECTION OPTIONS, ACTUARY MASTER AND VARIOUS PARAMETER TABLES (CUSTOM TABLE). IT MAINLY CALLS THE FOLLOWING FUNCTION MODULES: A. RRB CALCULATIONS B. NSC PLAN CALCULATIONS C. SG PLAN CALCULATIONS D. POST BENEFIT REDUCTIONS E. LUMP SUM CALCULATIONS F. MINIMUM BENEFIT DETERMINATIONS G. SERVICE YEAR DETERMINATIONS ALL THE PLAN CALCULATIONS ARE DISPLAYED AS MULTI-PAGES OF SMARTFORM OUTPUT. ",,,HCM,Payroll Admin,Payroll,Pension Admin,Pension
PROG,MP960000,,,,,HCM,Payroll Admin,Payroll,Pension Admin,Payroll-Pension
PROG,ZPPYE_P_ES_DEDUC_REG_SPLIT,WDP - Vendor Deduction Registers - Split Run Execution,": USERS FROM PORTAL WILL EXECUTE A REPORT WHICH WILL TRIGGER THE WDP APPLICATION. DUE TO THE HUGE AMOUNT OF DATA, IT IS TAKING TOO LONG TO RUN THE REPORT AND IT EVEN TIMED OUT FOR EXTERNAL USERS. THE SOLUTION IS TO SPLIT THE REPORT TO SEVERAL BACKGROUND JOBS. THIS PROGRAM WILL BE USED TO PRODUCE THE OUTPUT AND ALSO WILL BE EXECUTED AS BACKGROUND JOB. -----------------------------------------------------------------",,,HCM,Payroll Admin,Payroll,Earnings & Deductions,Payroll deduction
PROG,ZPPT_IF520_UPLOAD_ERROR_LOG,Upload Error for IF520,& REPORT ZPPT_IF520_UPLOAD_ERROR_LOG &,,,HCM,Time Management,Time,CATS,Time CATS
PROG,ZPPYR_WAGES_PAID_STATE,Wages Paid by State,ZPPYR_WAGES_PAID_STATE HCM-PY #104 WAGES PAID BY STATE OF WAGES DIVIDED BY STATE BASED ON WORK LOCATION AT THE TIME OF PAYMENT ----------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Wages types,Payroll
PROG,ZPPA_R_APPROVAL_AUTHORITY,Report to display Approval Limits,,,,HCM,Personnel Admin,PA,Security Roles,Personnel Admin
PROG,ZPPYE_MASSLOAD_PYMT_DEDUCTION,Mass Load of Payments and Deductions,": THIS DEVELOPMENT SPEC WILL BE USED TO LOAD LARGE AMOUNTS OF DATA FOR RECURRING DEDUCTIONS AND PAYMENTS (INFOTYPE 0014), ONE TIME PAYMENTS (INFOTYPE 0015) AND OFF CYCLE PAYMENTS (INFOTYPE 0267). THE DELIVERED FAST ENTRY SCREEN IN SAP WHICH IS NORMALLY USED FOR LOADING LARGE QUANTITY OF DATA HAS A LIMITATION OF 400 LINE ITEMS. THIS IS NOT SUFFICIENT. -----------------------------------------------------------------",,,HCM,Payroll Admin,Payroll,Earnings & Deductions,Payroll Admin
PROG,ZHCMR_WORKLOCATION_ADDRESS,Work Location Address - Report,& ZHCMR_WORKLOCATION_ADDRESS & &---------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPPY_PAYHIST_TEST,Paycheck History Test Proram,& REPORT ZPPY_PAYHIST_TEST &,,,HCM,Payroll Admin,Payroll,Payment,Payroll Admin
PROG,ZPPY_POSTING_REPORT,PY to FI Posting Rules Report,: THIS PROGRAM IS A CUSTOM COPY OF RPDKON00. IT PRODUCES A REPORT SHOWING THE PY TO FI POSTING RULES INCLUDING THE VARIABLE ASSIGNMENT OF SYMBOLIC ACCOUNT FOR OPERATING VS. NON-OPERATING EXPENSE ITEMS. -----------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Payroll Posting,Payroll Posting
PROG,ZHCMI_RRB_RL5A_ANNUITY_AWARDS,RRB RL5a Annuity Awards,& ZHCMI_RRB_RL5A_ANNUITY_AWARDS LOAD RRB ANNUITY AWARD DATA TO BE USED FOR BENEFITS ADMINISTRATION AND PERSONNEL ADMINISTRATION. ----------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Payroll Annuity,RRB RL5A Annuity Award
PROG,ZPPF_PEN_EARNINGS,Pensionable Earnings History,& REPORT ZPPF_PEN_EARNINGS &,,,HCM,Payroll Admin,Payroll,Pension Admin,Pension
PROG,ZPPYE_DELIVERY_NOTIF,HCM-PY Electronic Delivery Notification,: SEND EDN NOTIFICATION TO THOSE EMPLOYEES WHO HAVE PAY RESULTS WITH SOME PAY OR DEDUCTIONS AND WHO HAVE REQUESTED NOTIFICATION. -----------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Workflow,Payroll Notifications
PROG,SAPMZAUT_CPS_EVENT_RAISE,Program SAPMZCPS_EVENT_RAISE,: THIS PROGRAM IS TO HELPS USER TO KICK-OFF THE EVENT-S 8000011144: Create manual flag for successful comple,,,HCM,Talent Management,Talent,Talent Admin,Talent
PROG,MP920300,HCM : BEN : 184 Custom Infotype 9203,HCM : BEN : 184 Custom Infotype 9203,,,HCM,Benefits Admin.,Benefits,Custom infotype,Custom infotype
PROG,ZAWF_UPDATE_JPID,Next JPID,& REPORT ZAWF_UPDATE_JPID &,,,HCM,Personnel Admin,PA,JPID,PA
PROG,ZPPY_TAX_LOCATOR,BSI Tax Locator,& ZPPY_TAX_LOCATOR & &---------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,BSI,Payroll-Taxes
PROG,MP920400,,IM00429293 - HCM-IT9204 will not accept entry for state with,,,HCM,Personnel Admin,PA,Custom infotype,Custom infotype
PROG,ZPPYE_RPUTRBK0_ENH,HCM PY Transfer old payroll results: Update Payroll Status (IT 0003),": THIS IS A COPY OF STANDARD PROGRAM RPUTRBK0 THE FOLLOWING CHANGES HAVE BEEN INCORPORATED IN THE NEW REPORT: A) IN CASE OF TEST MODE ALV RESULT IS DISPLAYED WITH THE DATA TO BE UPDATED. B) DIRECT TABLE UPDATE HAS BEEN REPLACED WITH STANDARD SAP FUNCTION MODULE. C) EARLIEST RETROACTIVE DATE CHECK HAS BEEN APPLIED D) CODE OPTIMIZATION AS PER NS PROJECT STANDARD TO COMPARE WITH THE ORIGINAL VERSION, PLEASE USE VERSION MANAGEMENT. 0001 - ORIGINAL CODE -----------------------------------------------------------------",,,HCM,Payroll Admin,Payroll,Payment,Payroll Admin
PROG,ZPPYE_LOAD_CREDITABLE_SERV,HCM PY Mass Load of Custom Infotype for Creditable Service,: LOAD CREDITABLE RRB SERVICE DATA TO INFOTYPE 9100 -----------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Mass Load,Payroll Admin
PROG,MP910000,HCM-PA Custom IT for Grandfather data 9000,,,,HCM,Personnel Admin,PA,Personnel Management,Custom Infotype
PROG,ZPTVI_CITI_BOLA_BOLM2,BOLA-BOLM for Management Trainees,& REPORT ZPTVI_CITI_BOLA_BOLM2,,,HCM,Talent Management,Talent,Talent Admin,BOLA
PROG,ZPPYE_GARNISHMENT_RETRO_FLAG,Garnishment Answer Letter Retro Fix On T5UGK,: A WORKAROUND TO SET THE FLAG IN TABLE T5UGK WHEN RETRO PAYROLL OCCURS. THIS IS TO AVOID ANSWER LETTERS TO BE PRINTED ON A RETRO PAYROLL. THIS PROGRAM ALSO SETS THE PRINTED FLAG FOR AP REMITTANCE TOO -----------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Garnishment,Payroll Garnishment
PROG,ZPPYR_DEDUCTION_REGISTERS,HCM PY Deduction Registers,: WILL BE USED TO CREATE A DEDUCTION REGISTER FOR EXTERNAL VENDORS TO REPORT DEDUCTIONS TAKEN AND NOT TAKEN. -----------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Garnishment,Payroll
PROG,ZPPYE_PYRUN_ESS_NOTIFICATION,ESS Payroll Notification Run,": PROGRAM TO GET ALL THE PERNRS IN THE PAY AREA AND TO CHECK IF THE PERNR IS LOCKED. IF LOCKED.. WAIT FOR THE TIMER AND AFTER TIMER TIMES OUT, END THE USER SESSION IN PORTAL -----------------------------------------------------------------",,,HCM,Payroll Admin,Payroll,Payroll processing,Payroll Notifications
PROG,ZPPYI_UHC_FSA_DEDUCT,United Healthcare Agreement FSA interface data extraction,& ZPPYI_UHC_FSA_DEDUCT &--------------------------------------------------------------------- &---------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Benefits integration,UHC
PROG,ZPTVR_CITI_CONCUR_RECON,Citi - Concur Reconciliation,: THIS PROGRAM IS TO COMPARE CITI AND CONCUR TRANSACTIONS AND REPORT ANY ANOMALIES. ---------------------------------------------------------------------,,,HCM,Personnel Admin,Travel,Travel Expenses,Concur Integration
PROG,ZHCMR_PERSON_WITH_PENDING_PAY,Persons with Pending Pay,& ZHCMR_PERSON_WITH_PENDING_PAY & &--------------------------------------------------------------------- & THIS DEVELOPMENT SPEC WILL BE USED TO EXAMINE EMPLOYEE MASTER DATA & AND IDENTIFY THOSE PERSONS WHO HAVE PENDING PAY THAT HAS NOT BEEN & PROCESSED. THE TTG PROCESSES WILL FEED DELAYED (PRIOR PERIOD) PAYMENT & ACTIVITY INTO CATS. THIS IN TURN WILL CREATE RETROACTIVE ACTIVITY. & TO PROCESS THESE PAYMENTS AN OFF CYCLE TYPE B PAYROLL WILL BE RUN ON & TUESDAYS AND THURSDAYS. &---------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Payroll,Payroll
PROG,ZPPY_CATS_LOAD_BALANCE,Extract CATS data for Payroll Balancing,: THE REPORT WILL BE USED TO GATHER CATS LOAD DATA TO ALLOW BALANCING FOR THE PAYROLL. TAKE DATA GENERATED AND CREATE PIPE DELIMITED FILE TO BE STORED IN PY SERVER. ---------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Enhancement,Payroll Admin
PROG,ZPPYR_DC1_UPD,DC-1 Form,& ZPPYR_DC1_UPD & &---------------------------------------------------------------------,,,HCM,Personnel Admin,PA,ESS,ESS
PROG,ZPPYR_TAX_MODELS,Tax Model Report,THIS PROGRAM CREATES A SHOWING THE TAXABILITY FOR EACH TAX,,,HCM,Payroll Admin,Payroll,Taxes,Payroll
PROG,ZPPAR_SELF_SERV_INFO,HCM report for basic info for self service,":THIS PROGRAM RUNS THROUGH A TCODE-ZPPA_SS FOR USER AND PROVIDE CERTAIN DETAILS SUCH AS EMP STATUS, NAME EMAIL,RACF ETC FOR THE PERNR ENTERED ON THE SELETION SCREEN(FOR IM SELF SERVICE) ----------------------------------------------------------------------",,,HCM,Personnel Admin,PA,ESS,ESS
PROG,ZPLSF_EMPLOYEE_PROFILE,Employee Profile,: TO PROVIDE EMPLOYEE PROFILES -----------------------------------------------------------------,,,HCM,Personnel Admin,PA,Profile,PA Profile
PROG,ZPPA_UPD_ORG_DATA_P0001,"Update the organisational data (Superv ID,Position,Division and Dept)",": THIS PROGRAM UPDATES THE INFOTYPE 0001 CUSTOMISED FIELDS (SUPERVISOR ID, POSITION, DIVISION AND DEPARTMENT) WITH THE LATEST VALUE -----------------------------------------------------------------",,,HCM,Org. Management,OM,Org Management,Org Management
PROG,ZPPAI_CREWCALL_EE_UPDATE,Crew Call Empoyee Updates,PURPOSE: DRIVE EMPLOYEE DATA CHANGES IN CERTAIN FIELDS TO CREW CALL FOR UPDATE IN THE T&E CREW CALL AND TIMEKEEPING MASTERS.,,,HCM,Personnel Admin,PA,Personnel Management,CREW CALL
PROG,ZPPA_HCM_DONLEN_DEMOGRAPHIC,Donlen Demographic Outbound,: TO PROVIDE PROGRAM FOR EXTRACTING DEMOGRAPHIC AND ELIGIBILITY DATA FOR DONLEN INTERFACE: FUNCTIONAL CONSULTANT:DWAYNE TECHNICAL CONSULTANT : HEMANTH MANNEM LXE01 DATE: 07/20/2018 RFD REF: IS756 HCM-PA - MASTER ABAP FOR DEMOGRAPHIC TO B2B - FROMSAP &---------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZPHRI2061_WORK_HISTORY,Internal Work History Extract,& REPORT ZHR_INT2061_JOB_HISTORY &,,,HCM,Personnel Admin,PA,Personnel Management,Internal Work History Extract
