,Level-1-text,Module-text,Sub-Process-text,Level 1 Process,Module,Sub Process,Num_words_Level-1-text,Num_words_Module-text,Num_words_Sub-Process-text,Level 1 Process-Code,Module-Code,Sub Process-Code
991,r2r implementation for 660 sap to powerplant project create nan,fixedasset&projectaccounting r2r implementation for 660 sap to powerplant project create nan,ps fixedasset&projectaccounting r2r implementation for 660 sap to powerplant project create nan,fixedasset&projectaccounting,ps,capitalprojectaccounting,10,11,12,4,33,7
992,r2r cr566: overhead calculation nan,fixedasset&projectaccounting r2r cr566: overhead calculation nan,sd fixedasset&projectaccounting r2r cr566: overhead calculation nan,fixedasset&projectaccounting,sd,capitalprojectaccounting,5,6,7,4,41,7
993,r2r sd: pricing nan,customerinvoicing&ar(mbil) r2r sd: pricing nan,sd customerinvoicing&ar(mbil) r2r sd: pricing nan,customerinvoicing&ar(mbil),sd,customerinvoicing,4,5,6,3,41,10
994,r2r custom table for the list of indexes nan,customerinvoicing&ar(mbil) r2r custom table for the list of indexes nan,sd customerinvoicing&ar(mbil) r2r custom table for the list of indexes nan,customerinvoicing&ar(mbil),sd,customerinvoicing,9,10,11,3,41,10
995,r2r log table for zfap_sub_appr nan,vendorinvoicing&ap r2r log table for zfap_sub_appr nan,ap vendorinvoicing&ap r2r log table for zfap_sub_appr nan,vendorinvoicing&ap,ap,vendorinvoicing,6,7,8,15,1,38
996,r2r error messages for idoc processing nan,vendorinvoicing&ap r2r error messages for idoc processing nan,ap vendorinvoicing&ap r2r error messages for idoc processing nan,vendorinvoicing&ap,ap,vendorinvoicing,7,8,9,15,1,38
997,r2r ap reject invoice reason codes nan,vendorinvoicing&ap r2r ap reject invoice reason codes nan,ap vendorinvoicing&ap r2r ap reject invoice reason codes nan,vendorinvoicing&ap,ap,vendorinvoicing,7,8,9,15,1,38
998,r2r citi - interface company code billing number mapping nan,vendorinvoicing&ap r2r citi - interface company code billing number mapping nan,ap vendorinvoicing&ap r2r citi - interface company code billing number mapping nan,vendorinvoicing&ap,ap,vendorinvoicing,10,11,12,15,1,38
999,r2r ap- sac code reject state dfo invoice. nan,vendorinvoicing&ap r2r ap- sac code reject state dfo invoice. nan,ap vendorinvoicing&ap r2r ap- sac code reject state dfo invoice. nan,vendorinvoicing&ap,ap,vendorinvoicing,9,10,11,15,1,38
1000,r2r joint facilities amount conversion table nan,customerinvoicing&ar(mbil) r2r joint facilities amount conversion table nan,ar customerinvoicing&ar(mbil) r2r joint facilities amount conversion table nan,customerinvoicing&ar(mbil),ar,accountsreceivables&incomingpayments,7,8,9,3,6,4
1001,r2r aar anual rate uploaded by user nan,customerinvoicing&ar(mbil) r2r aar anual rate uploaded by user nan,sd customerinvoicing&ar(mbil) r2r aar anual rate uploaded by user nan,customerinvoicing&ar(mbil),sd,customerinvoicing,8,9,10,3,41,10
1002,r2r capex 100 % gl accounts custom mapping table nan,generalaccountingconsolidation&reporting r2r capex 100 % gl accounts custom mapping table nan,gl generalaccountingconsolidation&reporting r2r capex 100 % gl accounts custom mapping table nan,generalaccountingconsolidation&reporting,gl,generalaccounting,10,11,12,6,17,14
1003,r2r filter list of journal entry approver nan,generalaccountingconsolidation&reporting r2r filter list of journal entry approver nan,gl generalaccountingconsolidation&reporting r2r filter list of journal entry approver nan,generalaccountingconsolidation&reporting,gl,generalaccounting,8,9,10,6,17,14
1004,r2r mapping for zzdelay field nan,customerinvoicing&ar(mbil) r2r mapping for zzdelay field nan,ar customerinvoicing&ar(mbil) r2r mapping for zzdelay field nan,customerinvoicing&ar(mbil),ar,accountsreceivables&incomingpayments,6,7,8,3,6,4
1005,r2r control table for redwood event triggers nan,nan r2r control table for redwood event triggers nan,misc nan r2r control table for redwood event triggers nan,nan,misc,nan,8,9,10,11,28,24
1006,r2r check table for zglusoa-zglusoagp2 nan,generalaccountingconsolidation&reporting r2r check table for zglusoa-zglusoagp2 nan,gl generalaccountingconsolidation&reporting r2r check table for zglusoa-zglusoagp2 nan,generalaccountingconsolidation&reporting,gl,generalaccounting,6,7,8,6,17,14
1007,r2r lpd charge type nan,customerinvoicing&ar(mbil) r2r lpd charge type nan,sd customerinvoicing&ar(mbil) r2r lpd charge type nan,customerinvoicing&ar(mbil),sd,customerinvoicing,5,6,7,3,41,10
1008,r2r custom table for escalation rates nan,customerinvoicing&ar(mbil) r2r custom table for escalation rates nan,sd customerinvoicing&ar(mbil) r2r custom table for escalation rates nan,customerinvoicing&ar(mbil),sd,customerinvoicing,7,8,9,3,41,10
1009,r2r bai text field offset determination table from bank details nan,vendorinvoicing&ap r2r bai text field offset determination table from bank details nan,ap vendorinvoicing&ap r2r bai text field offset determination table from bank details nan,vendorinvoicing&ap,ap,payables&outgoingpayables,11,12,13,15,1,26
1010,r2r capex % input – custom mapping table per wbs nan,fixedasset&projectaccounting r2r capex % input – custom mapping table per wbs nan,ps fixedasset&projectaccounting r2r capex % input – custom mapping table per wbs nan,fixedasset&projectaccounting,ps,capitalprojectaccounting,11,12,13,4,33,7
1011,r2r maintenance table for contractors in ps workflow nan,fixedasset&projectaccounting r2r maintenance table for contractors in ps workflow nan,ps fixedasset&projectaccounting r2r maintenance table for contractors in ps workflow nan,fixedasset&projectaccounting,ps,capitalprojectaccounting,9,10,11,4,33,7
1012,r2r tv card – citi entries nan,vendorinvoicing&ap r2r tv card – citi entries nan,ap vendorinvoicing&ap r2r tv card – citi entries nan,vendorinvoicing&ap,ap,payables&outgoingpayables,7,8,9,15,1,26
1013,r2r casualty claims manual checks error table nan,vendorinvoicing&ap r2r casualty claims manual checks error table nan,ap vendorinvoicing&ap r2r casualty claims manual checks error table nan,vendorinvoicing&ap,ap,vendorinvoicing,8,9,10,15,1,38
1014,r2r company code cross reference table nan,generalaccountingconsolidation&reporting r2r company code cross reference table nan,fi generalaccountingconsolidation&reporting r2r company code cross reference table nan,generalaccountingconsolidation&reporting,fi,generalaccounting,7,8,9,6,16,14
1015,r2r default data for intercompany invoice transfer nan,customerinvoicing&ar(mbil) r2r default data for intercompany invoice transfer nan,sd customerinvoicing&ar(mbil) r2r default data for intercompany invoice transfer nan,customerinvoicing&ar(mbil),sd,customerinvoicing,8,9,10,3,41,10
1016,r2r history table for invoice payment block y nan,vendorinvoicing&ap r2r history table for invoice payment block y nan,ap vendorinvoicing&ap r2r history table for invoice payment block y nan,vendorinvoicing&ap,ap,payables&outgoingpayables,9,10,11,15,1,26
1017,r2r text table for cost center attribute of usoa nan,managementcostaccounting r2r text table for cost center attribute of usoa nan,co managementcostaccounting r2r text table for cost center attribute of usoa nan,managementcostaccounting,co,costaccouting&control,10,11,12,8,10,9
1018,r2r cost center attribute of usoa nan,managementcostaccounting r2r cost center attribute of usoa nan,co managementcostaccounting r2r cost center attribute of usoa nan,managementcostaccounting,co,costaccouting&control,7,8,9,8,10,9
1019,r2r ebs note to payee table nan,treasuryoperations r2r ebs note to payee table nan,tr treasuryoperations r2r ebs note to payee table nan,treasuryoperations,tr,bankmanagement,7,8,9,13,44,5
1020,r2r intercompany invoice transfer nan,customerinvoicing&ar(mbil) r2r intercompany invoice transfer nan,sd customerinvoicing&ar(mbil) r2r intercompany invoice transfer nan,customerinvoicing&ar(mbil),sd,customerinvoicing,5,6,7,3,41,10
1021,r2r table to hold the spool data for billing plan extend program nan,customerinvoicing&ar(mbil) r2r table to hold the spool data for billing plan extend program nan,sd customerinvoicing&ar(mbil) r2r table to hold the spool data for billing plan extend program nan,customerinvoicing&ar(mbil),sd,customerinvoicing,13,14,15,3,41,10
1022,r2r store old/new txjcd with effective date nan,managetaxes r2r store old/new txjcd with effective date nan,tx managetaxes r2r store old/new txjcd with effective date nan,managetaxes,tx,indirecttaxes-sales&ustax,8,9,10,9,49,17
1023,r2r treasury managing nan,treasuryoperations r2r treasury managing nan,tr treasuryoperations r2r treasury managing nan,treasuryoperations,tr,bankmanagement,4,5,6,13,44,5
1024,r2r joint facilities xref table nan,customerinvoicing&ar(mbil) r2r joint facilities xref table nan,sd customerinvoicing&ar(mbil) r2r joint facilities xref table nan,customerinvoicing&ar(mbil),sd,customerinvoicing,6,7,8,3,41,10
1025,r2r 755 last run log nan,fixedasset&projectaccounting r2r 755 last run log nan,ps fixedasset&projectaccounting r2r 755 last run log nan,fixedasset&projectaccounting,ps,capitalprojectaccounting,6,7,8,4,33,7
1026,r2r table to hold live on transit data nan,vendorinvoicing&ap r2r table to hold live on transit data nan,misc vendorinvoicing&ap r2r table to hold live on transit data nan,vendorinvoicing&ap,misc,inventoryaccounting,9,10,11,15,28,19
1027,r2r table to store transmitted customer balance nan,customerinvoicing&ar(mbil) r2r table to store transmitted customer balance nan,ar customerinvoicing&ar(mbil) r2r table to store transmitted customer balance nan,customerinvoicing&ar(mbil),ar,accountsreceivables&incomingpayments,8,9,10,3,6,4
1028,r2r vendors validation table for vendor invoice portal nan,vendorinvoicing&ap r2r vendors validation table for vendor invoice portal nan,ap vendorinvoicing&ap r2r vendors validation table for vendor invoice portal nan,vendorinvoicing&ap,ap,vendorinvoicing,9,10,11,15,1,38
1029,r2r journal entry posting error log nan,generalaccountingconsolidation&reporting r2r journal entry posting error log nan,gl generalaccountingconsolidation&reporting r2r journal entry posting error log nan,generalaccountingconsolidation&reporting,gl,generalaccounting,7,8,9,6,17,14
1030,r2r table to store the history of file sent. interface 848 nan,vendorinvoicing&ap r2r table to store the history of file sent. interface 848 nan,ap vendorinvoicing&ap r2r table to store the history of file sent. interface 848 nan,vendorinvoicing&ap,ap,payables&outgoingpayables,12,13,14,15,1,26
1031,r2r table of partial payment amounts for invoice balance inf nan,customerinvoicing&ar(mbil) r2r table of partial payment amounts for invoice balance inf nan,ar customerinvoicing&ar(mbil) r2r table of partial payment amounts for invoice balance inf nan,customerinvoicing&ar(mbil),ar,accountsreceivables&incomingpayments,11,12,13,3,6,4
1032,r2r table for the current status of the recurring agreement nan,customerinvoicing&ar(mbil) r2r table for the current status of the recurring agreement nan,sd customerinvoicing&ar(mbil) r2r table for the current status of the recurring agreement nan,customerinvoicing&ar(mbil),sd,customerinvoicing,11,12,13,3,41,10
1033,r2r table for ps workflow approval data nan,fixedasset&projectaccounting r2r table for ps workflow approval data nan,ps fixedasset&projectaccounting r2r table for ps workflow approval data nan,fixedasset&projectaccounting,ps,capitalprojectaccounting,8,9,10,4,33,7
1034,r2r user status updates for xibuy nan,vendorinvoicing&ap r2r user status updates for xibuy nan,ap vendorinvoicing&ap r2r user status updates for xibuy nan,vendorinvoicing&ap,ap,vendorinvoicing,7,8,9,15,1,38
1035,r2r map job codes to taxing jurisdictions on wbs elements. nan,fixedasset&projectaccounting r2r map job codes to taxing jurisdictions on wbs elements. nan,tx fixedasset&projectaccounting r2r map job codes to taxing jurisdictions on wbs elements. nan,fixedasset&projectaccounting,tx,projectaccounting&envremediation,11,12,13,4,49,29
1036,r2r table of accounting distribution nan,vendorinvoicing&ap r2r table of accounting distribution nan,ap vendorinvoicing&ap r2r table of accounting distribution nan,vendorinvoicing&ap,ap,vendorinvoicing,6,7,8,15,1,38
1037,r2r attachment detail mapping table for ibm icc4sap nan,generalaccountingconsolidation&reporting r2r attachment detail mapping table for ibm icc4sap nan,fi generalaccountingconsolidation&reporting r2r attachment detail mapping table for ibm icc4sap nan,generalaccountingconsolidation&reporting,fi,generalaccounting,9,10,11,6,16,14
1038,r2r cross reference table for customer/vendors nan,vendorinvoicing&ap r2r cross reference table for customer/vendors nan,masterdata vendorinvoicing&ap r2r cross reference table for customer/vendors nan,vendorinvoicing&ap,masterdata,vendormaintenance,7,8,9,15,27,39
1039,r2r table to store invoice balance details from ecc to pi nan,customerinvoicing&ar(mbil) r2r table to store invoice balance details from ecc to pi nan,ar customerinvoicing&ar(mbil) r2r table to store invoice balance details from ecc to pi nan,customerinvoicing&ar(mbil),ar,accountsreceivables&incomingpayments,12,13,14,3,6,4
1040,r2r parent invoice payment request file error table nan,vendorinvoicing&ap r2r parent invoice payment request file error table nan,ap vendorinvoicing&ap r2r parent invoice payment request file error table nan,vendorinvoicing&ap,ap,payables&outgoingpayables,9,10,11,15,1,26
1041,r2r invoice approval table nan,customerinvoicing&ar(mbil) r2r invoice approval table nan,sd customerinvoicing&ar(mbil) r2r invoice approval table nan,customerinvoicing&ar(mbil),sd,customerinvoicing,5,6,7,3,41,10
1042,r2r edi 810 custom table header nan,vendorinvoicing&ap r2r edi 810 custom table header nan,ap vendorinvoicing&ap r2r edi 810 custom table header nan,vendorinvoicing&ap,ap,payables&outgoingpayables,7,8,9,15,1,26
1043,r2r edi 810 custom table line item nan,vendorinvoicing&ap r2r edi 810 custom table line item nan,ap vendorinvoicing&ap r2r edi 810 custom table line item nan,vendorinvoicing&ap,ap,payables&outgoingpayables,8,9,10,15,1,26
1044,r2r vendor request table nan,vendorinvoicing&ap r2r vendor request table nan,ap vendorinvoicing&ap r2r vendor request table nan,vendorinvoicing&ap,ap,vendormaintenance,5,6,7,15,1,39
1045,r2r cass utility invoices error reporting nan,vendorinvoicing&ap r2r cass utility invoices error reporting nan,ap vendorinvoicing&ap r2r cass utility invoices error reporting nan,vendorinvoicing&ap,ap,vendorinvoicing,7,8,9,15,1,38
1046,r2r invoice variance workflow track for qty var wf nan,vendorinvoicing&ap r2r invoice variance workflow track for qty var wf nan,ap vendorinvoicing&ap r2r invoice variance workflow track for qty var wf nan,vendorinvoicing&ap,ap,vendorinvoicing,10,11,12,15,1,38
1047,r2r lock box updtae header data during posting nan,customerinvoicing&ar(mbil) r2r lock box updtae header data during posting nan,ar customerinvoicing&ar(mbil) r2r lock box updtae header data during posting nan,customerinvoicing&ar(mbil),ar,receivables&incomingpayments,9,10,11,3,6,32
1048,r2r changelog of approver in fv60 nan,vendorinvoicing&ap r2r changelog of approver in fv60 nan,ap vendorinvoicing&ap r2r changelog of approver in fv60 nan,vendorinvoicing&ap,ap,vendorinvoicing,7,8,9,15,1,38
1049,r2r alv error report structure for edi810 nan,vendorinvoicing&ap r2r alv error report structure for edi810 nan,ap vendorinvoicing&ap r2r alv error report structure for edi810 nan,vendorinvoicing&ap,ap,vendorinvoicing,8,9,10,15,1,38
1050,r2r alternate lock box address. nan,customerinvoicing&ar(mbil) r2r alternate lock box address. nan,ar customerinvoicing&ar(mbil) r2r alternate lock box address. nan,customerinvoicing&ar(mbil),ar,receivables&incomingpayments,6,7,8,3,6,32
